id,clasificacion,puntuacion,razon_principal
PROC01914,Manual,0,Proceso estándar
PROC01915,Manual,0,Proceso estándar
PROC01916,Manual,0,Proceso estándar
PROC01917,Manual,0,Proceso estándar
PROC01918,Manual,0,Proceso estándar
PROC01919,Manual,1,Prioridad Urgente
PROC01920,Manual,0,Proceso estándar
PROC01921,Manual,0,Proceso estándar
PROC01922,Manual,0,Proceso estándar
PROC01923,Manual,0,Proceso estándar
PROC01924,Manual,0,Proceso estándar
PROC01925,Manual,0,Proceso estándar
PROC01926,Manual,0,Proceso estándar
PROC01927,Manual,0,Proceso estándar
PROC01928,Manual,0,Proceso estándar
PROC01929,Manual,1,Prioridad Urgente
PROC01930,Manual,0,Proceso estándar
PROC01931,Manual,0,Proceso estándar
PROC01932,Manual,0,Proceso estándar
PROC01933,Manual,0,Proceso estándar
PROC01934,Manual,0,Proceso estándar
PROC01935,Manual,0,Proceso estándar
PROC01936,Manual,0,Proceso estándar
PROC01937,Manual,0,Proceso estándar
PROC01938,Manual,0,Proceso estándar
PROC01939,Manual,0,Proceso estándar
PROC01940,Manual,0,Proceso estándar
PROC01941,Manual,0,Proceso estándar
PROC01942,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01943,Manual,0,Proceso estándar
PROC01944,Manual,0,Proceso estándar
PROC01945,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01946,Manual,0,Proceso estándar
PROC01947,Manual,0,Proceso estándar
PROC01948,Manual,0,Proceso estándar
PROC01949,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01950,Manual,0,Proceso estándar
PROC01951,Manual,0,Proceso estándar
PROC01952,Manual,0,Proceso estándar
PROC01953,Manual,0,Proceso estándar
PROC01954,Manual,0,Proceso estándar
PROC01955,Revisión,2,Múltiples errores (4)
PROC01956,Manual,0,Proceso estándar
PROC01957,Manual,0,Proceso estándar
PROC01958,Manual,0,Proceso estándar
PROC01959,Manual,1,Prioridad Urgente
PROC01960,Manual,0,Proceso estándar
PROC01961,Manual,0,Proceso estándar
PROC01962,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01963,Manual,0,Proceso estándar
PROC01964,Manual,0,Proceso estándar
PROC01965,Manual,0,Proceso estándar
PROC01966,Manual,0,Proceso estándar
PROC01967,Manual,1,Prioridad Urgente
PROC01968,Manual,0,Proceso estándar
PROC01969,Manual,1,Prioridad Urgente
PROC01970,Manual,0,Proceso estándar
PROC01971,Manual,0,Proceso estándar
PROC01972,Manual,0,Proceso estándar
PROC01973,Manual,0,Proceso estándar
PROC01974,Manual,1,Prioridad Urgente
PROC01975,Manual,0,Proceso estándar
PROC01976,Manual,0,Proceso estándar
PROC01977,Manual,0,Proceso estándar
PROC01978,Manual,1,Prioridad Urgente
PROC01979,Revisión,3,Múltiples errores (2)
PROC01980,Manual,0,Proceso estándar
PROC01981,Manual,0,Proceso estándar
PROC01982,Manual,0,Proceso estándar
PROC01983,Manual,0,Proceso estándar
PROC01984,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01985,Manual,0,Proceso estándar
PROC01986,Manual,0,Proceso estándar
PROC01987,Manual,0,Proceso estándar
PROC01988,Manual,0,Proceso estándar
PROC01989,Manual,0,Proceso estándar
PROC01990,Manual,0,Proceso estándar
PROC01991,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01992,Manual,1,Prioridad Urgente
PROC01993,Manual,0,Proceso estándar
PROC01994,Manual,0,Proceso estándar
PROC01995,Manual,0,Proceso estándar
PROC01996,Manual,0,Proceso estándar
PROC01997,Revisión,2,Múltiples errores (2)
PROC01998,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01999,Manual,0,Proceso estándar
PROC02000,Manual,0,Proceso estándar
PROC02001,Revisión,2,Múltiples errores (2)
PROC02002,Manual,0,Proceso estándar
PROC02003,Manual,0,Proceso estándar
PROC02004,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02005,Revisión,2,Múltiples errores (2)
PROC02006,Manual,0,Proceso estándar
PROC02007,Manual,0,Proceso estándar
PROC02008,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02009,Manual,0,Proceso estándar
PROC02010,Manual,0,Proceso estándar
PROC02011,Manual,0,Proceso estándar
PROC02012,Manual,0,Proceso estándar
PROC02013,Manual,0,Proceso estándar
PROC02014,Manual,0,Proceso estándar
PROC02015,Revisión,3,Múltiples errores (3)
PROC02016,Manual,0,Proceso estándar
PROC02017,Manual,0,Proceso estándar
PROC02018,Manual,0,Proceso estándar
PROC02019,Manual,0,Proceso estándar
PROC02020,Manual,0,Proceso estándar
PROC02021,Manual,0,Proceso estándar
PROC02022,Manual,0,Proceso estándar
PROC02023,Manual,0,Proceso estándar
PROC02024,Manual,0,Proceso estándar
PROC02025,Revisión,2,Múltiples errores (4)
PROC02026,Manual,0,Proceso estándar
PROC02027,Manual,0,Proceso estándar
PROC02028,Manual,0,Proceso estándar
PROC02029,Manual,0,Proceso estándar
PROC02030,Manual,0,Proceso estándar
PROC02031,Manual,0,Proceso estándar
PROC02032,Manual,0,Proceso estándar
PROC02033,Manual,0,Proceso estándar
PROC02034,Manual,0,Proceso estándar
PROC02035,Manual,1,Prioridad Urgente
PROC02036,Manual,0,Proceso estándar
PROC02037,Manual,0,Proceso estándar
PROC02038,Manual,0,Proceso estándar
PROC02039,Manual,0,Proceso estándar
PROC02040,Manual,0,Proceso estándar
PROC02041,Manual,0,Proceso estándar
PROC02042,Manual,0,Proceso estándar
PROC02043,Manual,0,Proceso estándar
PROC02044,Manual,1,Prioridad Urgente
PROC02045,Manual,0,Proceso estándar
PROC02046,Manual,0,Proceso estándar
PROC02047,Manual,0,Proceso estándar
PROC02048,Manual,0,Proceso estándar
PROC02049,Revisión,2,Múltiples errores (2)
PROC02050,Manual,0,Proceso estándar
PROC02051,Manual,0,Proceso estándar
PROC02052,Manual,0,Proceso estándar
PROC02053,Manual,0,Proceso estándar
PROC02054,Manual,0,Proceso estándar
PROC02055,Manual,0,Proceso estándar
PROC02056,Manual,0,Proceso estándar
PROC02057,Manual,0,Proceso estándar
PROC02058,Manual,1,Prioridad Urgente
PROC02059,Manual,0,Proceso estándar
PROC02060,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02061,Manual,0,Proceso estándar
PROC02062,Manual,1,Prioridad Urgente
PROC02063,Manual,0,Proceso estándar
PROC02064,Manual,0,Proceso estándar
PROC02065,Manual,0,Proceso estándar
PROC02066,Manual,0,Proceso estándar
PROC02067,Manual,0,Proceso estándar
PROC02068,Manual,0,Proceso estándar
PROC02069,Manual,0,Proceso estándar
PROC02070,Manual,0,Proceso estándar
PROC02071,Manual,0,Proceso estándar
PROC02072,Manual,0,Proceso estándar
PROC02073,Manual,0,Proceso estándar
PROC02074,Manual,0,Proceso estándar
PROC02075,Manual,0,Proceso estándar
PROC02076,Manual,0,Proceso estándar
PROC02077,Manual,0,Proceso estándar
PROC02078,Revisión,2,Múltiples errores (2)
PROC02079,Manual,0,Proceso estándar
PROC02080,Manual,0,Proceso estándar
PROC02081,Manual,0,Proceso estándar
PROC02082,Manual,0,Proceso estándar
PROC02083,Manual,1,Prioridad Urgente
PROC02084,Manual,1,Prioridad Urgente
PROC02085,Manual,0,Proceso estándar
PROC02086,Manual,0,Proceso estándar
PROC02087,Manual,0,Proceso estándar
PROC02088,Manual,1,Costo elevado
PROC02089,Manual,0,Proceso estándar
PROC02090,Manual,0,Proceso estándar
PROC02091,Manual,0,Proceso estándar
PROC02092,Manual,0,Proceso estándar
PROC02093,Manual,0,Proceso estándar
PROC02094,Manual,0,Proceso estándar
PROC02095,Manual,0,Proceso estándar
PROC02096,Manual,0,Proceso estándar
PROC02097,Revisión,2,Múltiples errores (2)
PROC02098,Manual,0,Proceso estándar
PROC02099,Manual,0,Proceso estándar
PROC02100,Manual,0,Proceso estándar
PROC02101,Manual,0,Proceso estándar
PROC02102,Manual,0,Proceso estándar
PROC02103,Manual,0,Proceso estándar
PROC02104,Manual,0,Proceso estándar
PROC02105,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02106,Manual,0,Proceso estándar
PROC02107,Manual,0,Proceso estándar
PROC02108,Manual,0,Proceso estándar
PROC02109,Manual,0,Proceso estándar
PROC02110,Manual,0,Proceso estándar
PROC02111,Manual,0,Proceso estándar
PROC02112,Manual,0,Proceso estándar
PROC02113,Manual,0,Proceso estándar
PROC02114,Manual,0,Proceso estándar
PROC02115,Manual,0,Proceso estándar
PROC02116,Manual,0,Proceso estándar
PROC02117,Manual,0,Proceso estándar
PROC02118,Manual,0,Proceso estándar
PROC02119,Manual,0,Proceso estándar
PROC02120,Manual,0,Proceso estándar
PROC02121,Manual,0,Proceso estándar
PROC02122,Manual,0,Proceso estándar
PROC02123,Manual,0,Proceso estándar
PROC02124,Revisión,2,Múltiples errores (2)
PROC02125,Manual,0,Proceso estándar
PROC02126,Manual,0,Proceso estándar
PROC02127,Manual,0,Proceso estándar
PROC02128,Manual,0,Proceso estándar
PROC02129,Manual,0,Proceso estándar
PROC02130,Manual,0,Proceso estándar
PROC02131,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02132,Manual,0,Proceso estándar
PROC02133,Manual,0,Proceso estándar
PROC02134,Manual,0,Proceso estándar
PROC02135,Manual,0,Proceso estándar
PROC02136,Manual,0,Proceso estándar
PROC02137,Manual,0,Proceso estándar
PROC02138,Manual,0,Proceso estándar
PROC02139,Manual,0,Proceso estándar
PROC02140,Manual,0,Proceso estándar
PROC02141,Manual,0,Proceso estándar
PROC02142,Manual,0,Proceso estándar
PROC02143,Revisión,2,Múltiples errores (2)
PROC02144,Manual,0,Proceso estándar
PROC02145,Manual,0,Proceso estándar
PROC02146,Manual,0,Proceso estándar
PROC02147,Manual,0,Proceso estándar
PROC02148,Manual,0,Proceso estándar
PROC02149,Manual,0,Proceso estándar
PROC02150,Manual,0,Proceso estándar
PROC02151,Manual,0,Proceso estándar
PROC02152,Manual,0,Proceso estándar
PROC02153,Manual,0,Proceso estándar
PROC02154,Manual,0,Proceso estándar
PROC02155,Manual,0,Proceso estándar
PROC02156,Revisión,2,Múltiples errores (2)
PROC02157,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02158,Revisión,2,Múltiples errores (2)
PROC02159,Manual,1,Prioridad Urgente
PROC02160,Manual,0,Proceso estándar
PROC02161,Revisión,2,Múltiples errores (2)
PROC02162,Manual,0,Proceso estándar
PROC02163,Manual,0,Proceso estándar
PROC02164,Manual,0,Proceso estándar
PROC02165,Revisión,2,Múltiples errores (2)
PROC02166,Manual,0,Proceso estándar
PROC02167,Manual,0,Proceso estándar
PROC02168,Revisión,2,Múltiples errores (2)
PROC02169,Manual,0,Proceso estándar
PROC02170,Manual,0,Proceso estándar
PROC02171,Manual,0,Proceso estándar
PROC02172,Manual,1,Prioridad Urgente
PROC02173,Revisión,2,Múltiples errores (2)
PROC02174,Manual,0,Proceso estándar
PROC02175,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02176,Manual,0,Proceso estándar
PROC02177,Manual,0,Proceso estándar
PROC02178,Manual,0,Proceso estándar
PROC02179,Manual,0,Proceso estándar
PROC02180,Manual,0,Proceso estándar
PROC02181,Manual,1,Prioridad Urgente
PROC02182,Manual,1,Prioridad Urgente
PROC02183,Manual,0,Proceso estándar
PROC02184,Manual,0,Proceso estándar
PROC02185,Manual,0,Proceso estándar
PROC02186,Manual,0,Proceso estándar
PROC02187,Manual,0,Proceso estándar
PROC02188,Manual,0,Proceso estándar
PROC02189,Manual,0,Proceso estándar
PROC02190,Manual,1,Prioridad Urgente
PROC02191,Manual,0,Proceso estándar
PROC02192,Revisión,2,Múltiples errores (2)
PROC02193,Manual,0,Proceso estándar
PROC02194,Manual,0,Proceso estándar
PROC02195,Manual,0,Proceso estándar
PROC02196,Manual,1,Prioridad Urgente
PROC02197,Manual,0,Proceso estándar
PROC02198,Manual,0,Proceso estándar
PROC02199,Manual,0,Proceso estándar
PROC02200,Revisión,2,Múltiples errores (2)
PROC02201,Manual,0,Proceso estándar
PROC02202,Manual,0,Proceso estándar
PROC02203,Manual,0,Proceso estándar
PROC02204,Manual,0,Proceso estándar
PROC02205,Manual,0,Proceso estándar
PROC02206,Manual,0,Proceso estándar
PROC02207,Manual,0,Proceso estándar
PROC02208,Revisión,2,Múltiples errores (2)
PROC02209,Manual,0,Proceso estándar
PROC02210,Manual,0,Proceso estándar
PROC02211,Revisión,2,Múltiples errores (2)
PROC02212,Manual,0,Proceso estándar
PROC02213,Manual,1,Prioridad Urgente
PROC02214,Manual,1,Prioridad Urgente
PROC02215,Manual,0,Proceso estándar
PROC02216,Manual,0,Proceso estándar
PROC02217,Manual,0,Proceso estándar
PROC02218,Manual,0,Proceso estándar
PROC02219,Revisión,2,Múltiples errores (2)
PROC02220,Manual,0,Proceso estándar
PROC02221,Manual,0,Proceso estándar
PROC02222,Manual,0,Proceso estándar
PROC02223,Manual,0,Proceso estándar
PROC02224,Manual,0,Proceso estándar
PROC02225,Revisión,2,Múltiples errores (2)
PROC02226,Revisión,2,Múltiples errores (2)
PROC02227,Manual,0,Proceso estándar
PROC02228,Manual,0,Proceso estándar
PROC02229,Manual,0,Proceso estándar
PROC02230,Manual,0,Proceso estándar
PROC02231,Manual,0,Proceso estándar
PROC02232,Revisión,2,Múltiples errores (3)
PROC02233,Manual,0,Proceso estándar
PROC02234,Manual,0,Proceso estándar
PROC02235,Manual,0,Proceso estándar
PROC02236,Manual,0,Proceso estándar
PROC02237,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02238,Revisión,2,Múltiples errores (2)
PROC02239,Manual,0,Proceso estándar
PROC02240,Manual,0,Proceso estándar
PROC02241,Manual,0,Proceso estándar
PROC02242,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02243,Manual,0,Proceso estándar
PROC02244,Manual,0,Proceso estándar
PROC02245,Manual,0,Proceso estándar
PROC02246,Manual,0,Proceso estándar
PROC02247,Manual,0,Proceso estándar
PROC02248,Manual,0,Proceso estándar
PROC02249,Manual,0,Proceso estándar
PROC02250,Manual,0,Proceso estándar
PROC02251,Revisión,2,Múltiples errores (2)
PROC02252,Manual,1,Prioridad Urgente
PROC02253,Manual,0,Proceso estándar
PROC02254,Manual,0,Proceso estándar
PROC02255,Manual,0,Proceso estándar
PROC02256,Revisión,2,Múltiples errores (3)
PROC02257,Manual,1,Prioridad Urgente
PROC02258,Revisión,2,Múltiples errores (2)
PROC02259,Manual,0,Proceso estándar
PROC02260,Manual,0,Proceso estándar
PROC02261,Manual,0,Proceso estándar
PROC02262,Manual,1,Prioridad Urgente
PROC02263,Manual,0,Proceso estándar
PROC02264,Revisión,2,Múltiples errores (2)
PROC02265,Manual,0,Proceso estándar
PROC02266,Manual,0,Proceso estándar
PROC02267,Manual,0,Proceso estándar
PROC02268,Manual,0,Proceso estándar
PROC02269,Manual,0,Proceso estándar
PROC02270,Manual,0,Proceso estándar
PROC02271,Manual,0,Proceso estándar
PROC02272,Manual,0,Proceso estándar
PROC02273,Manual,0,Proceso estándar
PROC02274,Manual,0,Proceso estándar
PROC02275,Manual,0,Proceso estándar
PROC02276,Manual,0,Proceso estándar
PROC02277,Manual,0,Proceso estándar
PROC02278,Manual,0,Proceso estándar
PROC02279,Manual,0,Proceso estándar
PROC02280,Manual,0,Proceso estándar
PROC02281,Manual,0,Proceso estándar
PROC02282,Manual,0,Proceso estándar
PROC02283,Revisión,2,Múltiples errores (2)
PROC02284,Manual,0,Proceso estándar
PROC02285,Manual,0,Proceso estándar
PROC02286,Manual,0,Proceso estándar
PROC02287,Revisión,2,Múltiples errores (2)
PROC02288,Revisión,3,Múltiples errores (2)
PROC02289,Manual,0,Proceso estándar
PROC02290,Manual,0,Proceso estándar
PROC02291,Revisión,2,Múltiples errores (2)
PROC02292,Manual,0,Proceso estándar
PROC02293,Manual,0,Proceso estándar
PROC02294,Manual,0,Proceso estándar
PROC02295,Manual,0,Proceso estándar
PROC02296,Manual,0,Proceso estándar
PROC02297,Manual,0,Proceso estándar
PROC02298,Manual,0,Proceso estándar
PROC02299,Manual,0,Proceso estándar
PROC02300,Manual,0,Proceso estándar
PROC02301,Manual,0,Proceso estándar
PROC02302,Manual,0,Proceso estándar
PROC02303,Manual,0,Proceso estándar
PROC02304,Manual,0,Proceso estándar
PROC02305,Manual,0,Proceso estándar
PROC02306,Manual,0,Proceso estándar
PROC02307,Manual,0,Proceso estándar
PROC02308,Manual,0,Proceso estándar
PROC02309,Manual,0,Proceso estándar
PROC02310,Manual,0,Proceso estándar
PROC02311,Manual,0,Proceso estándar
PROC02312,Manual,0,Proceso estándar
PROC02313,Manual,0,Proceso estándar
PROC02314,Manual,0,Proceso estándar
PROC02315,Revisión,2,Múltiples errores (3)
PROC02316,Manual,0,Proceso estándar
PROC02317,Manual,0,Proceso estándar
PROC02318,Manual,0,Proceso estándar
PROC02319,Manual,0,Proceso estándar
PROC02320,Manual,0,Proceso estándar
PROC02321,Manual,0,Proceso estándar
PROC02322,Manual,0,Proceso estándar
PROC02323,Manual,0,Proceso estándar
PROC02324,Revisión,2,Múltiples errores (2)
PROC02325,Manual,0,Proceso estándar
PROC02326,Manual,0,Proceso estándar
PROC02327,Manual,0,Proceso estándar
PROC02328,Manual,0,Proceso estándar
PROC02329,Manual,0,Proceso estándar
PROC02330,Manual,0,Proceso estándar
PROC02331,Manual,0,Proceso estándar
PROC02332,Manual,0,Proceso estándar
PROC02333,Manual,1,Prioridad Urgente
PROC02334,Manual,0,Proceso estándar
PROC02335,Manual,0,Proceso estándar
PROC02336,Manual,0,Proceso estándar
PROC02337,Manual,0,Proceso estándar
PROC02338,Manual,0,Proceso estándar
PROC02339,Manual,0,Proceso estándar
PROC02340,Manual,0,Proceso estándar
PROC02341,Manual,0,Proceso estándar
PROC02342,Manual,0,Proceso estándar
PROC02343,Manual,0,Proceso estándar
PROC02344,Manual,0,Proceso estándar
PROC02345,Manual,0,Proceso estándar
PROC02346,Manual,0,Proceso estándar
PROC02347,Manual,1,Prioridad Urgente
PROC02348,Manual,0,Proceso estándar
PROC02349,Manual,0,Proceso estándar
PROC02350,Manual,0,Proceso estándar
PROC02351,Manual,0,Proceso estándar
PROC02352,Manual,0,Proceso estándar
PROC02353,Manual,0,Proceso estándar
PROC02354,Manual,0,Proceso estándar
PROC02355,Manual,0,Proceso estándar
PROC02356,Manual,0,Proceso estándar
PROC02357,Manual,0,Proceso estándar
PROC02358,Manual,0,Proceso estándar
PROC02359,Manual,0,Proceso estándar
PROC02360,Manual,0,Proceso estándar
PROC02361,Revisión,2,Múltiples errores (3)
PROC02362,Manual,0,Proceso estándar
PROC02363,Manual,0,Proceso estándar
PROC02364,Manual,0,Proceso estándar
PROC02365,Manual,0,Proceso estándar
PROC02366,Manual,0,Proceso estándar
PROC02367,Manual,0,Proceso estándar
PROC02368,Manual,0,Proceso estándar
PROC02369,Manual,0,Proceso estándar
PROC02370,Manual,0,Proceso estándar
PROC02371,Manual,0,Proceso estándar
PROC02372,Manual,0,Proceso estándar
PROC02373,Manual,0,Proceso estándar
PROC02374,Manual,0,Proceso estándar
PROC02375,Manual,1,Prioridad Urgente
PROC02376,Manual,0,Proceso estándar
PROC02377,Manual,0,Proceso estándar
PROC02378,Manual,0,Proceso estándar
PROC02379,Manual,0,Proceso estándar
PROC02380,Manual,0,Proceso estándar
PROC02381,Manual,0,Proceso estándar
PROC02382,Manual,0,Proceso estándar
PROC02383,Manual,0,Proceso estándar
PROC02384,Manual,0,Proceso estándar
PROC02385,Manual,0,Proceso estándar
PROC02386,Manual,0,Proceso estándar
PROC02387,Revisión,2,Múltiples errores (2)
PROC02388,Manual,0,Proceso estándar
PROC02389,Manual,0,Proceso estándar
